f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,name
410.9856000000001,928.2504000000008,1400.612400000001,1614.955999999999,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.13720000000001,72.20479999999999,109.56520000000005,126.03600000000002,mof_primitive
410.9855999999998,928.2504000000004,1400.612400000001,1614.9559999999992,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.137200000000018,72.20480000000002,109.56520000000005,126.03600000000006,mof_primitive
410.98559999999986,928.2504000000006,1400.6124000000007,1614.9559999999992,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.13720000000001,72.20480000000002,109.56520000000003,126.03600000000006,mof_primitive
410.98559999999986,928.2504000000005,1400.6124000000007,1614.9559999999992,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.13720000000001,72.20480000000002,109.56520000000002,126.03600000000006,mof_primitive
410.98559999999964,928.2504000000006,1400.6124000000007,1614.9559999999992,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.137200000000014,72.2047999999999,109.56520000000005,126.03600000000013,mof_primitive
410.98559999999964,928.2504000000006,1400.6124000000007,1614.9559999999994,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.137200000000014,72.2047999999999,109.56520000000005,126.03600000000012,mof_primitive
410.9855999999997,928.2504000000006,1400.6124000000004,1614.9559999999997,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.137200000000018,72.20479999999996,109.56520000000002,126.03600000000013,mof_primitive
410.98559999999964,928.2504000000006,1400.6124000000007,1614.956,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.137200000000018,72.2047999999999,109.56520000000003,126.03600000000012,mof_primitive
410.98560000000003,928.2504000000005,1400.6124000000007,1614.9559999999992,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.137200000000007,72.2048,109.56520000000003,126.036,mof_primitive
410.9856000000001,928.2504000000006,1400.6124000000007,1614.9559999999997,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.13720000000001,72.2048,109.56520000000002,126.036,mof_primitive
410.9856000000001,928.2504000000005,1400.6124000000007,1614.9559999999988,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.13720000000001,72.20480000000002,109.56520000000003,126.036,mof_primitive
410.98559999999975,928.2504000000006,1400.612400000001,1614.9559999999997,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.137200000000018,72.20480000000002,109.56520000000003,126.03600000000007,mof_primitive
410.9856000000001,928.2504000000007,1400.612400000001,1614.955999999999,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.13720000000001,72.20479999999999,109.56520000000003,126.03600000000002,mof_primitive
410.9855999999998,928.2504000000005,1400.612400000001,1614.9559999999992,2004.0,4728.0,6984.0,7248.0,61.0,136.0,212.0,264.0,348.0,888.0,1356.0,1592.0,29.137200000000018,72.20480000000002,109.56520000000003,126.03600000000006,mof_primitive
